phase_harmonic_01	phase_harmonic_02	phase_harmonic_03	phase_harmonic_04	phase_harmonic_05	phase_harmonic_06	phase_harmonic_07	phase_harmonic_08	phase_harmonic_09	phase_harmonic_10	phase_harmonic_11	phase_harmonic_12	phase_harmonic_13	phase_harmonic_14	phase_harmonic_15	phase_harmonic_16	phase_svd_01	phase_svd_02	phase_svd_03	phase_svd_04	phase_svd_05
0.3989400423	-0.3989400423	0.3989400423	-0.3989400423	-0.3989400423	0.3989400423	-0.3989400423	0.3989400423	-0.3989400423	0.3989400423	-0.3989400423	0.3989400423	-0.3989400423	0.3989400423	-0.3989400423	0.3989400423	0.1365587886	0.3989400423	0.9115791916	-1.67524992	0.633900057
1.511259388	-1.511259388	1.511259388	-1.511259388	-1.511259388	1.511259388	-1.511259388	1.511259388	-1.511259388	1.511259388	-1.511259388	1.511259388	-1.511259388	1.511259388	-1.511259388	1.511259388	1.764549076	1.511259388	0.8496875838	-0.9752678177	-0.3164329983
1.640162491	-1.640162491	1.640162491	-1.640162491	-1.640162491	1.640162491	-1.640162491	1.640162491	-1.640162491	1.640162491	-1.640162491	1.640162491	-1.640162491	1.640162491	-1.640162491	1.640162491	1.922688317	1.640162491	0.6303833572	-1.10389338	-0.5100720193
0.8432930765	-0.8432930765	0.8432930765	-0.8432930765	-0.8432930765	0.8432930765	-0.8432930765	0.8432930765	-0.8432930765	0.8432930765	-0.8432930765	0.8432930765	-0.8432930765	0.8432930765	-0.8432930765	0.8432930765	1.41237892	0.8432930765	0.6782490585	-1.424937544	-0.5128761326
-0.8970820991	0.8970820991	-0.8970820991	0.8970820991	0.8970820991	-0.8970820991	0.8970820991	-0.8970820991	0.8970820991	-0.8970820991	0.8970820991	-0.8970820991	0.8970820991	-0.8970820991	0.8970820991	-0.8970820991	-0.3383654025	-0.8970820991	0.9329167472	-1.913819656	0.609758738
-1.315483219	1.315483219	-1.315483219	1.315483219	1.315483219	-1.315483219	1.315483219	-1.315483219	1.315483219	-1.315483219	1.315483219	-1.315483219	1.315483219	-1.315483219	1.315483219	-1.315483219	-0.7777029045	-1.315483219	1.025031995	-2.080777603	1.2115818
-1.114460283	1.114460283	-1.114460283	1.114460283	1.114460283	-1.114460283	1.114460283	-1.114460283	1.114460283	-1.114460283	1.114460283	-1.114460283	1.114460283	-1.114460283	1.114460283	-1.114460283	-0.7603382264	-1.114460283	1.011681732	-1.891281187	1.335050911
1.593345692	-1.593345692	1.593345692	-1.593345692	-1.593345692	1.593345692	-1.593345692	1.593345692	-1.593345692	1.593345692	-1.593345692	1.593345692	-1.593345692	1.593345692	-1.593345692	1.593345692	1.233961662	1.593345692	0.5853859135	-1.306837391	0.4459853932
2.413300812	-2.413300812	2.413300812	-2.413300812	-2.413300812	2.413300812	-2.413300812	2.413300812	-2.413300812	2.413300812	-2.413300812	2.413300812	-2.413300812	2.413300812	-2.413300812	2.413300812	2.734793525	2.413300812	0.2404096501	0.2757243729	-1.193260779
-0.2145831731	0.2145831731	-0.2145831731	0.2145831731	0.2145831731	-0.2145831731	0.2145831731	-0.2145831731	0.2145831731	-0.2145831731	0.2145831731	-0.2145831731	0.2145831731	-0.2145831731	0.2145831731	-0.2145831731	0.4198675998	-0.2145831731	0.6377567949	-0.5551973685	-1.1813413
-0.521169403	0.521169403	-0.521169403	0.521169403	0.521169403	-0.521169403	0.521169403	-0.521169403	0.521169403	-0.521169403	0.521169403	-0.521169403	0.521169403	-0.521169403	0.521169403	-0.521169403	0.1768237545	-0.521169403	0.5058113656	-1.4604104	-0.3055076197
-1.231813621	1.231813621	-1.231813621	1.231813621	1.231813621	-1.231813621	1.231813621	-1.231813621	1.231813621	-1.231813621	1.231813621	-1.231813621	1.231813621	-1.231813621	1.231813621	-1.231813621	-0.4932999685	-1.231813621	0.6034035719	-1.694787091	0.0461760435
-1.286574514	1.286574514	-1.286574514	1.286574514	1.286574514	-1.286574514	1.286574514	-1.286574514	1.286574514	-1.286574514	1.286574514	-1.286574514	1.286574514	-1.286574514	1.286574514	-1.286574514	-0.9917289254	-1.286574514	0.7409793855	-2.058573366	1.269132379
-0.8686776535	0.8686776535	-0.8686776535	0.8686776535	0.8686776535	-0.8686776535	0.8686776535	-0.8686776535	0.8686776535	-0.8686776535	0.8686776535	-0.8686776535	0.8686776535	-0.8686776535	0.8686776535	-0.8686776535	-1.388459828	-0.8686776535	0.5117539479	-1.806110587	0.6464115387
-0.3178234419	0.3178234419	-0.3178234419	0.3178234419	0.3178234419	-0.3178234419	0.3178234419	-0.3178234419	0.3178234419	-0.3178234419	0.3178234419	-0.3178234419	0.3178234419	-0.3178234419	0.3178234419	-0.3178234419	-0.626607247	-0.3178234419	0.2635869242	-1.596670714	-0.1528826967
0.6830478062	-0.6830478062	0.6830478062	-0.6830478062	-0.6830478062	0.6830478062	-0.6830478062	0.6830478062	-0.6830478062	0.6830478062	-0.6830478062	0.6830478062	-0.6830478062	0.6830478062	-0.6830478062	0.6830478062	0.3881915684	0.6830478062	-0.06376976781	-1.325577646	-0.6634245608
0.6077931031	-0.6077931031	0.6077931031	-0.6077931031	-0.6077931031	0.6077931031	-0.6077931031	0.6077931031	-0.6077931031	0.6077931031	-0.6077931031	0.6077931031	-0.6077931031	0.6077931031	-0.6077931031	0.6077931031	0.509100931	0.6077931031	0.02505022971	-0.7231886648	-1.455311255
-0.7389002269	0.7389002269	-0.7389002269	0.7389002269	0.7389002269	-0.7389002269	0.7389002269	-0.7389002269	0.7389002269	-0.7389002269	0.7389002269	-0.7389002269	0.7389002269	-0.7389002269	0.7389002269	-0.7389002269	-0.9360143294	-0.7389002269	0.2108671339	-1.017632935	-1.423015077
-0.2796761971	0.2796761971	-0.2796761971	0.2796761971	0.2796761971	-0.2796761971	0.2796761971	-0.2796761971	0.2796761971	-0.2796761971	0.2796761971	-0.2796761971	0.2796761971	-0.2796761971	0.2796761971	-0.2796761971	-0.6610883242	-0.2796761971	0.3264063825	-1.392951147	-0.4873980443
0.08849630428	-0.08849630428	0.08849630428	-0.08849630428	-0.08849630428	0.08849630428	-0.08849630428	0.08849630428	-0.08849630428	0.08849630428	-0.08849630428	0.08849630428	-0.08849630428	0.08849630428	-0.08849630428	0.08849630428	-0.08108344996	0.08849630428	0.3099410875	-1.486496101	-0.5860435097
0.01575532594	-0.01575532594	0.01575532594	-0.01575532594	-0.01575532594	0.01575532594	-0.01575532594	0.01575532594	-0.01575532594	0.01575532594	-0.01575532594	0.01575532594	-0.01575532594	0.01575532594	-0.01575532594	0.01575532594	-0.2306715875	0.01575532594	0.2827530814	-1.485163316	-0.5083707536
0.8520702295	-0.8520702295	0.8520702295	-0.8520702295	-0.8520702295	0.8520702295	-0.8520702295	0.8520702295	-0.8520702295	0.8520702295	-0.8520702295	0.8520702295	-0.8520702295	0.8520702295	-0.8520702295	0.8520702295	0.2582649353	0.8520702295	-0.1676364456	-1.033023764	-1.281849774
0.8210523806	-0.8210523806	0.8210523806	-0.8210523806	-0.8210523806	0.8210523806	-0.8210523806	0.8210523806	-0.8210523806	0.8210523806	-0.8210523806	0.8210523806	-0.8210523806	0.8210523806	-0.8210523806	0.8210523806	0.4449638075	0.8210523806	0.1758930309	-1.094722047	-1.142956982
-1.16139097	1.16139097	-1.16139097	1.16139097	1.16139097	-1.16139097	1.16139097	-1.16139097	1.16139097	-1.16139097	1.16139097	-1.16139097	1.16139097	-1.16139097	1.16139097	-1.16139097	-1.253583044	-1.16139097	0.1540869461	-1.032712379	-1.236113301
-0.09545218225	0.09545218225	-0.09545218225	0.09545218225	0.09545218225	-0.09545218225	0.09545218225	-0.09545218225	0.09545218225	-0.09545218225	0.09545218225	-0.09545218225	0.09545218225	-0.09545218225	0.09545218225	-0.09545218225	-0.5250392943	-0.09545218225	0.4037279231	-1.87311072	0.4879079949
