phase_harmonic_01	phase_harmonic_02	phase_harmonic_03	phase_harmonic_04	phase_harmonic_05	phase_harmonic_06	phase_harmonic_07	phase_harmonic_08	phase_harmonic_09	phase_harmonic_10	phase_harmonic_11	phase_harmonic_12	phase_harmonic_13	phase_harmonic_14	phase_harmonic_15	phase_harmonic_16	phase_svd_01	phase_svd_02	phase_svd_03	phase_svd_04	phase_svd_05
0.6125162698	-0.6125162698	0.6125162698	-0.6125162698	-0.6125162698	0.6125162698	-0.6125162698	0.6125162698	-0.6125162698	0.6125162698	-0.6125162698	0.6125162698	-0.6125162698	0.6125162698	-0.6125162698	0.6125162698	0.1587984965	0.6125162698	0.03256375907	-1.200271369	-0.2378121759
0.2603309633	-0.2603309633	0.2603309633	-0.2603309633	-0.2603309633	0.2603309633	-0.2603309633	0.2603309633	-0.2603309633	0.2603309633	-0.2603309633	0.2603309633	-0.2603309633	0.2603309633	-0.2603309633	0.2603309633	-0.06175932722	0.2603309633	0.05579096098	-0.4578141696	-0.8998167821
-0.5694391955	0.5694391955	-0.5694391955	0.5694391955	0.5694391955	-0.5694391955	0.5694391955	-0.5694391955	0.5694391955	-0.5694391955	0.5694391955	-0.5694391955	0.5694391955	-0.5694391955	0.5694391955	-0.5694391955	-0.9743385229	-0.5694391955	0.145493383	-0.4585879926	-0.9314364549
0.1620351031	-0.1620351031	0.1620351031	-0.1620351031	-0.1620351031	0.1620351031	-0.1620351031	0.1620351031	-0.1620351031	0.1620351031	-0.1620351031	0.1620351031	-0.1620351031	0.1620351031	-0.1620351031	0.1620351031	-0.4278379854	0.1620351031	0.464903818	-0.9887312833	0.114574403
1.629946168	-1.629946168	1.629946168	-1.629946168	-1.629946168	1.629946168	-1.629946168	1.629946168	-1.629946168	1.629946168	-1.629946168	1.629946168	-1.629946168	1.629946168	-1.629946168	1.629946168	1.211645418	1.629946168	-0.1499071095	-0.1600403649	-0.8609373066
0.9629018494	-0.9629018494	0.9629018494	-0.9629018494	-0.9629018494	0.9629018494	-0.9629018494	0.9629018494	-0.9629018494	0.9629018494	-0.9629018494	0.9629018494	-0.9629018494	0.9629018494	-0.9629018494	0.9629018494	0.8083972055	0.9629018494	0.2318562633	0.4921207559	-1.105559044
-1.281029536	1.281029536	-1.281029536	1.281029536	1.281029536	-1.281029536	1.281029536	-1.281029536	1.281029536	-1.281029536	1.281029536	-1.281029536	1.281029536	-1.281029536	1.281029536	-1.281029536	-0.9426942756	-1.281029536	0.4708377346	-0.4099442292	-0.7758708963
-1.166382216	1.166382216	-1.166382216	1.166382216	1.166382216	-1.166382216	1.166382216	-1.166382216	1.166382216	-1.166382216	1.166382216	-1.166382216	1.166382216	-1.166382216	1.166382216	-1.166382216	-0.7714168546	-1.166382216	0.6392304014	-0.9776556079	0.3936415423
0.6087349083	-0.6087349083	0.6087349083	-0.6087349083	-0.6087349083	0.6087349083	-0.6087349083	0.6087349083	-0.6087349083	0.6087349083	-0.6087349083	0.6087349083	-0.6087349083	0.6087349083	-0.6087349083	0.6087349083	0.4711640621	0.6087349083	0.2650170409	-1.244307087	0.7306070745
0.3235166359	-0.3235166359	0.3235166359	-0.3235166359	-0.3235166359	0.3235166359	-0.3235166359	0.3235166359	-0.3235166359	0.3235166359	-0.3235166359	0.3235166359	-0.3235166359	0.3235166359	-0.3235166359	0.3235166359	-0.04227798083	0.3235166359	-0.09231537614	0.142535414	-0.8734904674
-0.2042056706	0.2042056706	-0.2042056706	0.2042056706	0.2042056706	-0.2042056706	0.2042056706	-0.2042056706	0.2042056706	-0.2042056706	0.2042056706	-0.2042056706	0.2042056706	-0.2042056706	0.2042056706	-0.2042056706	-0.5799051669	-0.2042056706	0.5725329274	0.4098909958	-0.05983537734
-0.156091969	0.156091969	-0.156091969	0.156091969	0.156091969	-0.156091969	0.156091969	-0.156091969	0.156091969	-0.156091969	0.156091969	-0.156091969	0.156091969	-0.156091969	0.156091969	-0.156091969	-0.2712277746	-0.156091969	0.3021401505	0.6567042645	-0.5387618513
1.171436502	-1.171436502	1.171436502	-1.171436502	-1.171436502	1.171436502	-1.171436502	1.171436502	-1.171436502	1.171436502	-1.171436502	1.171436502	-1.171436502	1.171436502	-1.171436502	1.171436502	0.8217610438	1.171436502	0.5944349897	-0.08087393086	0.43944724
-0.7273492996	0.7273492996	-0.7273492996	0.7273492996	0.7273492996	-0.7273492996	0.7273492996	-0.7273492996	0.7273492996	-0.7273492996	0.7273492996	-0.7273492996	0.7273492996	-0.7273492996	0.7273492996	-0.7273492996	-0.693200924	-0.7273492996	0.131763675	1.098917006	-1.234828587
-0.05098584283	0.05098584283	-0.05098584283	0.05098584283	0.05098584283	-0.05098584283	0.05098584283	-0.05098584283	0.05098584283	-0.05098584283	0.05098584283	-0.05098584283	0.05098584283	-0.05098584283	0.05098584283	-0.05098584283	-0.2070623762	-0.05098584283	0.2044109852	0.2262353474	-0.6825667577
0.6523640716	-0.6523640716	0.6523640716	-0.6523640716	-0.6523640716	0.6523640716	-0.6523640716	0.6523640716	-0.6523640716	0.6523640716	-0.6523640716	0.6523640716	-0.6523640716	0.6523640716	-0.6523640716	0.6523640716	0.5966648573	0.6523640716	0.06581397134	0.4494949346	-1.00160831
-0.1765794626	0.1765794626	-0.1765794626	0.1765794626	0.1765794626	-0.1765794626	0.1765794626	-0.1765794626	0.1765794626	-0.1765794626	0.1765794626	-0.1765794626	0.1765794626	-0.1765794626	0.1765794626	-0.1765794626	-0.07486032657	-0.1765794626	0.1702033474	1.013066837	-1.341675074
-0.4134440187	0.4134440187	-0.4134440187	0.4134440187	0.4134440187	-0.4134440187	0.4134440187	-0.4134440187	0.4134440187	-0.4134440187	0.4134440187	-0.4134440187	0.4134440187	-0.4134440187	0.4134440187	-0.4134440187	-0.6575842256	-0.4134440187	0.0889069073	0.3672640028	-1.080736608
0.2956516057	-0.2956516057	0.2956516057	-0.2956516057	-0.2956516057	0.2956516057	-0.2956516057	0.2956516057	-0.2956516057	0.2956516057	-0.2956516057	0.2956516057	-0.2956516057	0.2956516057	-0.2956516057	0.2956516057	0.1132620681	0.2956516057	0.04258127563	0.2242716438	-0.9344551122
1.373457288	-1.373457288	1.373457288	-1.373457288	-1.373457288	1.373457288	-1.373457288	1.373457288	-1.373457288	1.373457288	-1.373457288	1.373457288	-1.373457288	1.373457288	-1.373457288	1.373457288	1.130006922	1.373457288	0.4677132939	0.3327040759	-0.3451662954
-0.9048451853	0.9048451853	-0.9048451853	0.9048451853	0.9048451853	-0.9048451853	0.9048451853	-0.9048451853	0.9048451853	-0.9048451853	0.9048451853	-0.9048451853	0.9048451853	-0.9048451853	0.9048451853	-0.9048451853	-0.9286645314	-0.9048451853	0.1658459049	0.9792252845	-1.087426161
-0.2943996966	0.2943996966	-0.2943996966	0.2943996966	0.2943996966	-0.2943996966	0.2943996966	-0.2943996966	0.2943996966	-0.2943996966	0.2943996966	-0.2943996966	0.2943996966	-0.2943996966	0.2943996966	-0.2943996966	-0.0974532577	-0.2943996966	0.3331260659	0.09755736322	-0.1662354595
0.8319361141	-0.8319361141	0.8319361141	-0.8319361141	-0.8319361141	0.8319361141	-0.8319361141	0.8319361141	-0.8319361141	0.8319361141	-0.8319361141	0.8319361141	-0.8319361141	0.8319361141	-0.8319361141	0.8319361141	0.2927377043	0.8319361141	-0.09618106569	1.180264997	-0.3963048835
0.7192646552	-0.7192646552	0.7192646552	-0.7192646552	-0.7192646552	0.7192646552	-0.7192646552	0.7192646552	-0.7192646552	0.7192646552	-0.7192646552	0.7192646552	-0.7192646552	0.7192646552	-0.7192646552	0.7192646552	0.985005457	0.7192646552	0.3353573713	2.13954286	-0.4049680613
-1.363502244	1.363502244	-1.363502244	1.363502244	1.363502244	-1.363502244	1.363502244	-1.363502244	1.363502244	-1.363502244	1.363502244	-1.363502244	1.363502244	-1.363502244	1.363502244	-1.363502244	-0.7400631671	-1.363502244	0.7767526751	2.139758817	-0.380640539
0.05267875942	-0.05267875942	0.05267875942	-0.05267875942	-0.05267875942	0.05267875942	-0.05267875942	0.05267875942	-0.05267875942	0.05267875942	-0.05267875942	0.05267875942	-0.05267875942	0.05267875942	-0.05267875942	0.05267875942	0.08681397667	0.05267875942	0.6822559435	0.02689569115	0.6569421764
1.402880541	-1.402880541	1.402880541	-1.402880541	-1.402880541	1.402880541	-1.402880541	1.402880541	-1.402880541	1.402880541	-1.402880541	1.402880541	-1.402880541	1.402880541	-1.402880541	1.402880541	1.21326327	1.402880541	0.3203067318	0.5373131787	0.0608331797
-0.08000894531	0.08000894531	-0.08000894531	0.08000894531	0.08000894531	-0.08000894531	0.08000894531	-0.08000894531	0.08000894531	-0.08000894531	0.08000894531	-0.08000894531	0.08000894531	-0.08000894531	0.08000894531	-0.08000894531	-0.1624753536	-0.08000894531	0.2851431565	1.214751593	-0.5260869362
-1.156715493	1.156715493	-1.156715493	1.156715493	1.156715493	-1.156715493	1.156715493	-1.156715493	1.156715493	-1.156715493	1.156715493	-1.156715493	1.156715493	-1.156715493	1.156715493	-1.156715493	-1.133330792	-1.156715493	0.2004288055	1.25962458	-1.014627154
-0.4128013064	0.4128013064	-0.4128013064	0.4128013064	0.4128013064	-0.4128013064	0.4128013064	-0.4128013064	0.4128013064	-0.4128013064	0.4128013064	-0.4128013064	0.4128013064	-0.4128013064	0.4128013064	-0.4128013064	-0.2465908183	-0.4128013064	0.1832479808	0.4739105183	-0.8882174405
1.447516538	-1.447516538	1.447516538	-1.447516538	-1.447516538	1.447516538	-1.447516538	1.447516538	-1.447516538	1.447516538	-1.447516538	1.447516538	-1.447516538	1.447516538	-1.447516538	1.447516538	1.20061934	1.447516538	0.2010533806	0.09974081763	0.04844269811
-0.3430400833	0.3430400833	-0.3430400833	0.3430400833	0.3430400833	-0.3430400833	0.3430400833	-0.3430400833	0.3430400833	-0.3430400833	0.3430400833	-0.3430400833	0.3430400833	-0.3430400833	0.3430400833	-0.3430400833	-0.1885635369	-0.3430400833	0.3858997491	0.9284282743	-0.7623985567
-0.5113372408	0.5113372408	-0.5113372408	0.5113372408	0.5113372408	-0.5113372408	0.5113372408	-0.5113372408	0.5113372408	-0.5113372408	0.5113372408	-0.5113372408	0.5113372408	-0.5113372408	0.5113372408	-0.5113372408	-0.4603023671	-0.5113372408	0.1404880197	0.200200023	-0.8323533464
0.3098884834	-0.3098884834	0.3098884834	-0.3098884834	-0.3098884834	0.3098884834	-0.3098884834	0.3098884834	-0.3098884834	0.3098884834	-0.3098884834	0.3098884834	-0.3098884834	0.3098884834	-0.3098884834	0.3098884834	-0.3605961701	0.3098884834	0.153806523	-0.1412427895	-0.5625037498
1.485518713	-1.485518713	1.485518713	-1.485518713	-1.485518713	1.485518713	-1.485518713	1.485518713	-1.485518713	1.485518713	-1.485518713	1.485518713	-1.485518713	1.485518713	-1.485518713	1.485518713	1.572941999	1.485518713	0.1403907293	0.7346409435	-0.5992461476
-1.256736935	1.256736935	-1.256736935	1.256736935	1.256736935	-1.256736935	1.256736935	-1.256736935	1.256736935	-1.256736935	1.256736935	-1.256736935	1.256736935	-1.256736935	1.256736935	-1.256736935	-0.721960956	-1.256736935	0.1436060939	1.132734207	-1.612441524
-0.3478167337	0.3478167337	-0.3478167337	0.3478167337	0.3478167337	-0.3478167337	0.3478167337	-0.3478167337	0.3478167337	-0.3478167337	0.3478167337	-0.3478167337	0.3478167337	-0.3478167337	0.3478167337	-0.3478167337	-0.5378326537	-0.3478167337	0.3557830368	0.1276281617	-0.3013081693
1.92571392	-1.92571392	1.92571392	-1.92571392	-1.92571392	1.92571392	-1.92571392	1.92571392	-1.92571392	1.92571392	-1.92571392	1.92571392	-1.92571392	1.92571392	-1.92571392	1.92571392	1.71968664	1.92571392	0.217008922	0.5911074076	-0.3830360498
1.957955193	-1.957955193	1.957955193	-1.957955193	-1.957955193	1.957955193	-1.957955193	1.957955193	-1.957955193	1.957955193	-1.957955193	1.957955193	-1.957955193	1.957955193	-1.957955193	1.957955193	2.457430946	1.957955193	-0.0870015312	0.2129012954	-1.51474731
1.993697395	-1.993697395	1.993697395	-1.993697395	-1.993697395	1.993697395	-1.993697395	1.993697395	-1.993697395	1.993697395	-1.993697395	1.993697395	-1.993697395	1.993697395	-1.993697395	1.993697395	2.060981298	1.993697395	0.236193695	1.491864378	-0.8721586277
-1.681915778	1.681915778	-1.681915778	1.681915778	1.681915778	-1.681915778	1.681915778	-1.681915778	1.681915778	-1.681915778	1.681915778	-1.681915778	1.681915778	-1.681915778	1.681915778	-1.681915778	-0.157191673	-1.681915778	1.174801697	2.801158994	-0.7430023596
-1.306715545	1.306715545	-1.306715545	1.306715545	1.306715545	-1.306715545	1.306715545	-1.306715545	1.306715545	-1.306715545	1.306715545	-1.306715545	1.306715545	-1.306715545	1.306715545	-1.306715545	-0.3017559982	-1.306715545	1.134961147	1.91889103	0.4234732177
-0.5259809136	0.5259809136	-0.5259809136	0.5259809136	0.5259809136	-0.5259809136	0.5259809136	-0.5259809136	0.5259809136	-0.5259809136	0.5259809136	-0.5259809136	0.5259809136	-0.5259809136	0.5259809136	-0.5259809136	0.396203509	-0.5259809136	0.8507821483	1.851521635	0.1171383952
-0.8393413538	0.8393413538	-0.8393413538	0.8393413538	0.8393413538	-0.8393413538	0.8393413538	-0.8393413538	0.8393413538	-0.8393413538	0.8393413538	-0.8393413538	0.8393413538	-0.8393413538	0.8393413538	-0.8393413538	-0.1507696656	-0.8393413538	0.448548606	1.533215785	-0.319860548
-1.030820446	1.030820446	-1.030820446	1.030820446	1.030820446	-1.030820446	1.030820446	-1.030820446	1.030820446	-1.030820446	1.030820446	-1.030820446	1.030820446	-1.030820446	1.030820446	-1.030820446	-0.6776663129	-1.030820446	0.006099020446	1.290840826	-0.4802478965
-0.7243954781	0.7243954781	-0.7243954781	0.7243954781	0.7243954781	-0.7243954781	0.7243954781	-0.7243954781	0.7243954781	-0.7243954781	0.7243954781	-0.7243954781	0.7243954781	-0.7243954781	0.7243954781	-0.7243954781	-0.9743210026	-0.7243954781	-0.6642655073	0.09818389351	-0.8225141094
-0.3249939508	0.3249939508	-0.3249939508	0.3249939508	0.3249939508	-0.3249939508	0.3249939508	-0.3249939508	0.3249939508	-0.3249939508	0.3249939508	-0.3249939508	0.3249939508	-0.3249939508	0.3249939508	-0.3249939508	-0.9327374478	-0.3249939508	-0.7508013403	-0.9304782337	-0.4998702144
-0.6671008839	0.6671008839	-0.6671008839	0.6671008839	0.6671008839	-0.6671008839	0.6671008839	-0.6671008839	0.6671008839	-0.6671008839	0.6671008839	-0.6671008839	0.6671008839	-0.6671008839	0.6671008839	-0.6671008839	-0.4450296534	-0.6671008839	-0.8113398999	-0.9515777891	-0.724108997
0.6135207221	-0.6135207221	0.6135207221	-0.6135207221	-0.6135207221	0.6135207221	-0.6135207221	0.6135207221	-0.6135207221	0.6135207221	-0.6135207221	0.6135207221	-0.6135207221	0.6135207221	-0.6135207221	0.6135207221	-0.1280002512	0.6135207221	-0.7601803469	-1.344306441	-0.5308017957
1.661671582	-1.661671582	1.661671582	-1.661671582	-1.661671582	1.661671582	-1.661671582	1.661671582	-1.661671582	1.661671582	-1.661671582	1.661671582	-1.661671582	1.661671582	-1.661671582	1.661671582	1.555175024	1.661671582	-0.9563848877	-1.227094956	-0.9497179347
-1.125046102	1.125046102	-1.125046102	1.125046102	1.125046102	-1.125046102	1.125046102	-1.125046102	1.125046102	-1.125046102	1.125046102	-1.125046102	1.125046102	-1.125046102	1.125046102	-1.125046102	-0.9864343027	-1.125046102	-0.906561176	-0.4233273972	-1.475247048
-1.041424559	1.041424559	-1.041424559	1.041424559	1.041424559	-1.041424559	1.041424559	-1.041424559	1.041424559	-1.041424559	1.041424559	-1.041424559	1.041424559	-1.041424559	1.041424559	-1.041424559	-0.8415437317	-1.041424559	-0.4006570329	-1.661723586	-0.3993705351
0.3775483959	-0.3775483959	0.3775483959	-0.3775483959	-0.3775483959	0.3775483959	-0.3775483959	0.3775483959	-0.3775483959	0.3775483959	-0.3775483959	0.3775483959	-0.3775483959	0.3775483959	-0.3775483959	0.3775483959	-0.1132373258	0.3775483959	-0.7083013711	-1.881285622	-0.4820081448
1.075851132	-1.075851132	1.075851132	-1.075851132	-1.075851132	1.075851132	-1.075851132	1.075851132	-1.075851132	1.075851132	-1.075851132	1.075851132	-1.075851132	1.075851132	-1.075851132	1.075851132	0.8143458321	1.075851132	-1.173968698	-1.113353086	-1.210850043
-1.321676579	1.321676579	-1.321676579	1.321676579	1.321676579	-1.321676579	1.321676579	-1.321676579	1.321676579	-1.321676579	1.321676579	-1.321676579	1.321676579	-1.321676579	1.321676579	-1.321676579	-1.090497938	-1.321676579	-0.6702724583	-1.55666491	-1.412686332
-0.347241528	0.347241528	-0.347241528	0.347241528	0.347241528	-0.347241528	0.347241528	-0.347241528	0.347241528	-0.347241528	0.347241528	-0.347241528	0.347241528	-0.347241528	0.347241528	-0.347241528	-0.5571873356	-0.347241528	-0.4717327335	-1.933130882	-0.7566662715
-0.005412783118	0.005412783118	-0.005412783118	0.005412783118	0.005412783118	-0.005412783118	0.005412783118	-0.005412783118	0.005412783118	-0.005412783118	0.005412783118	-0.005412783118	0.005412783118	-0.005412783118	0.005412783118	-0.005412783118	-0.8825514416	-0.005412783118	-0.3399390375	-0.6779818022	-1.212090186
1.398544069	-1.398544069	1.398544069	-1.398544069	-1.398544069	1.398544069	-1.398544069	1.398544069	-1.398544069	1.398544069	-1.398544069	1.398544069	-1.398544069	1.398544069	-1.398544069	1.398544069	1.086235154	1.398544069	-0.6157095367	-0.5057965754	-1.421118165
0.3692980877	-0.3692980877	0.3692980877	-0.3692980877	-0.3692980877	0.3692980877	-0.3692980877	0.3692980877	-0.3692980877	0.3692980877	-0.3692980877	0.3692980877	-0.3692980877	0.3692980877	-0.3692980877	0.3692980877	0.513923573	0.3692980877	-0.8761228314	-0.1754183559	-1.903009618
-1.174964333	1.174964333	-1.174964333	1.174964333	1.174964333	-1.174964333	1.174964333	-1.174964333	1.174964333	-1.174964333	1.174964333	-1.174964333	1.174964333	-1.174964333	1.174964333	-1.174964333	-0.786887675	-1.174964333	-0.510512484	-0.6151545506	-1.667688734
-0.5158589869	0.5158589869	-0.5158589869	0.5158589869	0.5158589869	-0.5158589869	0.5158589869	-0.5158589869	0.5158589869	-0.5158589869	0.5158589869	-0.5158589869	0.5158589869	-0.5158589869	0.5158589869	-0.5158589869	-1.209437703	-0.5158589869	-0.2857813382	-1.340975824	-0.6772283893
-0.2059690534	0.2059690534	-0.2059690534	0.2059690534	0.2059690534	-0.2059690534	0.2059690534	-0.2059690534	0.2059690534	-0.2059690534	0.2059690534	-0.2059690534	0.2059690534	-0.2059690534	0.2059690534	-0.2059690534	-0.5767480973	-0.2059690534	-0.674892479	-1.055419904	-1.069829109
-0.5821290256	0.5821290256	-0.5821290256	0.5821290256	0.5821290256	-0.5821290256	0.5821290256	-0.5821290256	0.5821290256	-0.5821290256	0.5821290256	-0.5821290256	0.5821290256	-0.5821290256	0.5821290256	-0.5821290256	-0.6043060929	-0.5821290256	-0.8728483864	-0.6827082217	-1.429970034
1.010529329	-1.010529329	1.010529329	-1.010529329	-1.010529329	1.010529329	-1.010529329	1.010529329	-1.010529329	1.010529329	-1.010529329	1.010529329	-1.010529329	1.010529329	-1.010529329	1.010529329	0.563121604	1.010529329	-0.7833936355	-0.9174219667	-0.9709007401
-0.982575086	0.982575086	-0.982575086	0.982575086	0.982575086	-0.982575086	0.982575086	-0.982575086	0.982575086	-0.982575086	0.982575086	-0.982575086	0.982575086	-0.982575086	0.982575086	-0.982575086	-0.7680518387	-0.982575086	-0.793411118	-0.4670861412	-1.33241452
-0.8237441074	0.8237441074	-0.8237441074	0.8237441074	0.8237441074	-0.8237441074	0.8237441074	-0.8237441074	0.8237441074	-0.8237441074	0.8237441074	-0.8237441074	0.8237441074	-0.8237441074	0.8237441074	-0.8237441074	-0.7616246973	-0.8237441074	-0.4660298746	-1.278298548	-0.385617489
-0.1701681591	0.1701681591	-0.1701681591	0.1701681591	0.1701681591	-0.1701681591	0.1701681591	-0.1701681591	0.1701681591	-0.1701681591	0.1701681591	-0.1701681591	0.1701681591	-0.1701681591	0.1701681591	-0.1701681591	-0.8573877767	-0.1701681591	-0.7836630155	-1.006091864	-0.9762614952
1.589165819	-1.589165819	1.589165819	-1.589165819	-1.589165819	1.589165819	-1.589165819	1.589165819	-1.589165819	1.589165819	-1.589165819	1.589165819	-1.589165819	1.589165819	-1.589165819	1.589165819	1.376695271	1.589165819	-1.080092016	-0.5454443245	-1.011629963
0.6489212668	-0.6489212668	0.6489212668	-0.6489212668	-0.6489212668	0.6489212668	-0.6489212668	0.6489212668	-0.6489212668	0.6489212668	-0.6489212668	0.6489212668	-0.6489212668	0.6489212668	-0.6489212668	0.6489212668	0.784319235	0.6489212668	-1.000824243	-0.2523139458	-1.193231085
-0.7742694836	0.7742694836	-0.7742694836	0.7742694836	0.7742694836	-0.7742694836	0.7742694836	-0.7742694836	0.7742694836	-0.7742694836	0.7742694836	-0.7742694836	0.7742694836	-0.7742694836	0.7742694836	-0.7742694836	-0.6684581402	-0.7742694836	-0.7998581292	-0.279354616	-1.496792881
-1.023795985	1.023795985	-1.023795985	1.023795985	1.023795985	-1.023795985	1.023795985	-1.023795985	1.023795985	-1.023795985	1.023795985	-1.023795985	1.023795985	-1.023795985	1.023795985	-1.023795985	-1.572555462	-1.023795985	-0.519989315	-1.091653502	-0.2841540575
0.2691321249	-0.2691321249	0.2691321249	-0.2691321249	-0.2691321249	0.2691321249	-0.2691321249	0.2691321249	-0.2691321249	0.2691321249	-0.2691321249	0.2691321249	-0.2691321249	0.2691321249	-0.2691321249	0.2691321249	-0.3424124377	0.2691321249	-0.7803711748	-0.8346410125	-0.3376728694
1.965344548	-1.965344548	1.965344548	-1.965344548	-1.965344548	1.965344548	-1.965344548	1.965344548	-1.965344548	1.965344548	-1.965344548	1.965344548	-1.965344548	1.965344548	-1.965344548	1.965344548	2.100341201	1.965344548	-1.162357264	-0.09469188962	-0.9235028817
-0.9280329995	0.9280329995	-0.9280329995	0.9280329995	0.9280329995	-0.9280329995	0.9280329995	-0.9280329995	0.9280329995	-0.9280329995	0.9280329995	-0.9280329995	0.9280329995	-0.9280329995	0.9280329995	-0.9280329995	-0.7858463803	-0.9280329995	-0.9425274479	1.026761024	-1.90661592
-1.258473691	1.258473691	-1.258473691	1.258473691	1.258473691	-1.258473691	1.258473691	-1.258473691	1.258473691	-1.258473691	1.258473691	-1.258473691	1.258473691	-1.258473691	1.258473691	-1.258473691	-1.152684337	-1.258473691	-0.4036676291	-0.1014663144	-1.268261279
0.1180511218	-0.1180511218	0.1180511218	-0.1180511218	-0.1180511218	0.1180511218	-0.1180511218	0.1180511218	-0.1180511218	0.1180511218	-0.1180511218	0.1180511218	-0.1180511218	0.1180511218	-0.1180511218	0.1180511218	-0.7557596965	0.1180511218	-0.2563652549	-0.09233507518	-1.35706544
0.005304076488	-0.005304076488	0.005304076488	-0.005304076488	-0.005304076488	0.005304076488	-0.005304076488	0.005304076488	-0.005304076488	0.005304076488	-0.005304076488	0.005304076488	-0.005304076488	0.005304076488	-0.005304076488	0.005304076488	-0.9361161171	0.005304076488	-0.725957969	0.04068873277	-1.3040181
1.396752464	-1.396752464	1.396752464	-1.396752464	-1.396752464	1.396752464	-1.396752464	1.396752464	-1.396752464	1.396752464	-1.396752464	1.396752464	-1.396752464	1.396752464	-1.396752464	1.396752464	0.840165495	1.396752464	-0.6594422239	0.1588250214	-0.9406220791
-0.8889939633	0.8889939633	-0.8889939633	0.8889939633	0.8889939633	-0.8889939633	0.8889939633	-0.8889939633	0.8889939633	-0.8889939633	0.8889939633	-0.8889939633	0.8889939633	-0.8889939633	0.8889939633	-0.8889939633	-0.8544822727	-0.8889939633	-0.5918867173	0.1611835216	-1.648052314
-0.2557227081	0.2557227081	-0.2557227081	0.2557227081	0.2557227081	-0.2557227081	0.2557227081	-0.2557227081	0.2557227081	-0.2557227081	0.2557227081	-0.2557227081	0.2557227081	-0.2557227081	0.2557227081	-0.2557227081	-1.169461549	-0.2557227081	-0.4430376617	-0.4410496659	-0.8885115972
0.2155490623	-0.2155490623	0.2155490623	-0.2155490623	-0.2155490623	0.2155490623	-0.2155490623	0.2155490623	-0.2155490623	0.2155490623	-0.2155490623	0.2155490623	-0.2155490623	0.2155490623	-0.2155490623	0.2155490623	-0.1072745371	0.2155490623	-0.7612183427	0.01612604747	-1.410385654
0.07995627798	-0.07995627798	0.07995627798	-0.07995627798	-0.07995627798	0.07995627798	-0.07995627798	0.07995627798	-0.07995627798	0.07995627798	-0.07995627798	0.07995627798	-0.07995627798	0.07995627798	-0.07995627798	0.07995627798	-0.1692867376	0.07995627798	-0.7218820325	0.8050083598	-1.564055907
-0.9159169349	0.9159169349	-0.9159169349	0.9159169349	0.9159169349	-0.9159169349	0.9159169349	-0.9159169349	0.9159169349	-0.9159169349	0.9159169349	-0.9159169349	0.9159169349	-0.9159169349	0.9159169349	-0.9159169349	-1.203441889	-0.9159169349	-0.5866250607	-0.03588889986	-1.293395932
-0.258841954	0.258841954	-0.258841954	0.258841954	0.258841954	-0.258841954	0.258841954	-0.258841954	0.258841954	-0.258841954	0.258841954	-0.258841954	0.258841954	-0.258841954	0.258841954	-0.258841954	-1.036028296	-0.258841954	-0.5179503505	-0.5239539204	-0.8460887505
0.6797433324	-0.6797433324	0.6797433324	-0.6797433324	-0.6797433324	0.6797433324	-0.6797433324	0.6797433324	-0.6797433324	0.6797433324	-0.6797433324	0.6797433324	-0.6797433324	0.6797433324	-0.6797433324	0.6797433324	-0.1353184656	0.6797433324	-0.710171858	-0.3186542608	-1.129517816
1.240043797	-1.240043797	1.240043797	-1.240043797	-1.240043797	1.240043797	-1.240043797	1.240043797	-1.240043797	1.240043797	-1.240043797	1.240043797	-1.240043797	1.240043797	-1.240043797	1.240043797	0.9919417539	1.240043797	-0.7843878184	0.2223653635	-1.158209193
-1.177735184	1.177735184	-1.177735184	1.177735184	1.177735184	-1.177735184	1.177735184	-1.177735184	1.177735184	-1.177735184	1.177735184	-1.177735184	1.177735184	-1.177735184	1.177735184	-1.177735184	-1.384523422	-1.177735184	-0.6644279169	0.1269748387	-1.662721151
0.1669430517	-0.1669430517	0.1669430517	-0.1669430517	-0.1669430517	0.1669430517	-0.1669430517	0.1669430517	-0.1669430517	0.1669430517	-0.1669430517	0.1669430517	-0.1669430517	0.1669430517	-0.1669430517	0.1669430517	-0.5172900646	0.1669430517	-0.3937276091	-1.175790692	-0.2829788074
0.8550838763	-0.8550838763	0.8550838763	-0.8550838763	-0.8550838763	0.8550838763	-0.8550838763	0.8550838763	-0.8550838763	0.8550838763	-0.8550838763	0.8550838763	-0.8550838763	0.8550838763	-0.8550838763	0.8550838763	0.1386604216	0.8550838763	-0.9703537459	-0.1272603808	-1.075339919
0.0808156786	-0.0808156786	0.0808156786	-0.0808156786	-0.0808156786	0.0808156786	-0.0808156786	0.0808156786	-0.0808156786	0.0808156786	-0.0808156786	0.0808156786	-0.0808156786	0.0808156786	-0.0808156786	0.0808156786	-0.1398704654	0.0808156786	-0.8345656313	0.5754698729	-1.442772908
-0.6334076152	0.6334076152	-0.6334076152	0.6334076152	0.6334076152	-0.6334076152	0.6334076152	-0.6334076152	0.6334076152	-0.6334076152	0.6334076152	-0.6334076152	0.6334076152	-0.6334076152	0.6334076152	-0.6334076152	-1.727738174	-0.6334076152	-0.6992553788	-0.3878638558	-1.074082769
